"","x"
"482",3
"483",5
"484",11
"485",5
"486",11
"487",1
"488",5
"489",10
"490",3
"491",11
"492",1
"493",1
"494",3
"495",1
"496",5
"497",1
"498",1
"499",3
"500",3
"501",3
"502",12
"503",11
"504",4
"505",1
"506",10
"507",3
"508",3
"509",8
"510",10
"511",5
"512",9
"513",1
"514",1
"515",3
"516",11
"517",3
"518",1
"519",5
"520",4
"521",4
"522",11
"523",1
"524",10
"525",1
"526",1
"527",1
"528",4
"529",3
"530",3
"531",5
"532",1
"533",1
"534",10
"535",3
"536",1
"537",9
"538",3
"539",11
"540",8
"541",1
"542",3
"543",1
"544",1
"545",12
"546",1
"547",11
"548",9
"549",11
"550",4
"551",5
"552",1
"553",10
"554",6
"555",5
"556",3
"557",4
"558",1
"559",1
"560",12
"561",1
"562",3
"563",1
"564",4
"565",9
"566",1
"567",5
"568",13
"569",1
"570",1
"571",12
"572",11
"573",10
"574",9
"575",3
"576",5
"577",1
"578",1
"579",3
"580",5
"581",11
"582",4
"583",3
"584",1
"585",1
"586",1
"587",11
"588",5
"589",1
"590",1
"591",9
"592",3
"593",6
"594",5
"595",6
"596",1
"597",3
"598",12
"599",1
"600",3
"601",1
"602",9
"603",1
"604",1
"605",5
"606",9
"607",1
"608",1
"609",1
"610",12
"611",1
"612",11
"613",10
"614",3
"615",3
"616",1
"617",5
"618",6
"619",1
"620",11
"621",5
"622",1
"623",7
"624",6
"625",3
"626",11
"627",1
"628",1
"629",1
"630",1
"631",1
"632",6
"633",1
"634",9
"635",1
"636",1
"637",5
"638",9
"639",1
"640",1
"641",3
"642",1
"643",11
"644",11
"645",5
"646",3
"647",11
"648",1
"649",1
"650",1
"651",1
"652",12
"653",5
"654",9
"655",1
"656",10
"657",1
"658",1
"659",7
"660",12
"661",6
"662",8
"663",1
"664",3
"665",4
"666",3
"667",5
"668",1
"669",1
"670",7
"671",5
"672",11
"673",1
"674",1
"675",7
"676",1
"677",10
"678",10
"679",1
"680",4
"681",1
"682",3
"683",11
"684",7
"685",1
"686",11
"687",8
"688",11
"689",1
"690",1
"691",4
"692",1
"693",5
"694",5
"695",1
"696",11
"697",8
"698",9
"699",1
"700",1
"701",8
"702",1
"703",11
"704",9
"705",1
"706",11
"707",4
"708",1
"709",1
"710",4
"711",3
"712",5
"713",8
"714",1
"715",11
"716",1
"717",11
"718",1
"719",3
"720",5
"721",3
"722",5
"723",2
"724",11
"725",1
"726",12
"727",5
"728",1
"729",9
"730",1
"731",5
"732",10
"733",1
"734",10
"735",11
"736",11
"737",1
"738",10
"739",1
"740",1
"741",5
"742",3
"743",13
"744",1
"745",11
"746",1
"747",11
"748",5
"749",12
"750",11
"751",4
"752",11
"753",9
"754",3
"755",1
"756",5
"757",12
"758",1
"759",1
"760",1
"761",1
"762",1
"763",12
"764",5
"765",4
"766",12
"767",6
"768",1
"769",8
"770",9
"771",1
"772",12
"773",5
"774",7
"775",1
"776",1
"777",5
"778",8
"779",1
"780",1
"781",12
"782",11
"783",1
"784",5
"785",5
"786",1
"787",1
"788",5
"789",12
"790",3
"791",9
"792",11
"793",5
"794",3
"795",3
"796",1
"797",1
"798",10
"799",1
"800",5
"801",11
"802",8
"803",1
"804",4
"805",4
"806",1
"807",6
"808",6
"809",1
"810",12
"811",6
"812",1
"813",5
"814",1
"815",3
"816",5
"817",5
"818",4
"819",12
"820",5
"821",9
"822",13
"823",1
"824",2
"825",3
"826",1
"827",3
"828",1
"829",1
"830",1
"831",5
"832",11
"833",1
"834",3
"835",7
"836",3
"837",12
"838",5
"839",3
"840",5
"841",5
"842",3
"843",1
"844",6
"845",11
"846",3
"847",7
"848",12
"849",6
"850",8
"851",3
"852",5
"853",5
"854",5
"855",4
"856",4
"857",9
"858",4
"859",3
"860",1
"861",8
"862",9
"863",1
"864",1
"865",9
"866",6
"867",1
"868",11
"869",5
"870",5
"871",9
"872",11
"873",1
"874",3
"875",1
"876",3
"877",6
"878",6
"879",10
"880",1
"881",1
"882",1
"883",10
"884",1
"885",1
"886",1
"887",11
"888",1
"889",3
"890",5
"891",9
"892",5
"893",1
"894",1
"895",1
"896",5
"897",1
"898",9
"899",2
"900",1
"901",5
"902",5
"903",6
"904",10
"905",1
"906",11
"907",5
"908",10
"909",5
"910",1
"911",12
"912",7
"913",1
"914",3
"915",1
"916",1
"917",8
"918",6
"919",1
"920",11
"921",1
"922",5
"923",1
"924",5
"925",3
"926",3
"927",8
"928",5
"929",1
"930",5
"931",11
"932",1
"933",3
"934",6
"935",1
"936",11
"937",1
"938",3
"939",12
"940",3
"941",1
"942",3
"943",12
"944",1
"945",8
"946",5
"947",6
"948",1
"949",5
"950",4
"951",11
"952",1
"953",1
"954",11
"955",1
"956",5
"957",1
"958",3
"959",11
"960",10
"961",3
"962",4
"963",9
"964",6
"965",1
"966",1
"967",3
"968",6
"969",1
"970",10
"971",1
"972",3
"973",1
"974",1
"975",1
"976",5
"977",11
"978",3
"979",12
"980",5
"981",1
"982",11
"983",1
"984",1
"985",7
"986",5
"987",1
"988",5
"989",10
"990",8
"991",5
"992",1
"993",1
"994",1
"995",12
"996",5
"997",12
"998",3
"999",1
"1000",1
"1001",1
"1002",3
"1003",6
"1004",5
"1005",11
"1006",1
"1007",9
"1008",10
"1009",5
"1010",1
"1011",12
"1012",8
"1013",1
"1014",12
"1015",12
"1016",3
"1017",6
"1018",4
"1019",3
"1020",11
"1021",1
"1022",4
"1023",1
"1024",1
"1025",12
"1026",8
"1027",6
"1028",1
"1029",1
"1030",3
"1031",1
"1032",6
"1033",1
"1034",12
"1035",1
"1036",6
"1037",9
"1038",1
"1039",3
"1040",8
"1041",8
"1042",1
"1043",1
"1044",10
"1045",1
"1046",3
"1047",5
"1048",1
"1049",1
"1050",3
"1051",5
"1052",11
"1053",5
"1054",3
"1055",6
"1056",6
"1057",3
"1058",3
"1059",3
"1060",5
"1061",11
"1062",12
"1063",1
"1064",3
"1065",1
"1066",1
"1067",6
"1068",1
"1069",9
"1070",12
"1071",6
"1072",3
"1073",5
"1074",1
"1075",11
"1076",1
"1077",1
"1078",3
"1079",5
"1080",8
"1081",1
"1082",9
"1083",13
"1084",1
"1085",1
"1086",5
"1087",5
"1088",11
"1089",1
"1090",11
"1091",1
"1092",5
"1093",1
"1094",9
"1095",5
"1096",1
"1097",13
"1098",12
"1099",5
"1100",1
"1101",1
"1102",3
"1103",1
"1104",1
"1105",11
"1106",6
"1107",3
"1108",1
"1109",1
"1110",3
"1111",1
"1112",5
"1113",8
"1114",5
"1115",6
"1116",1
"1117",3
"1118",1
"1119",1
"1120",1
"1121",1
"1122",5
"1123",1
"1124",1
"1125",11
"1126",1
"1127",11
"1128",5
"1129",5
"1130",11
"1131",5
"1132",3
"1133",6
"1134",5
"1135",5
"1136",9
"1137",1
"1138",6
"1139",4
"1140",6
"1141",1
"1142",1
"1143",7
"1144",3
"1145",6
"1146",1
"1147",5
"1148",6
"1149",3
"1150",11
"1151",5
"1152",10
"1153",12
"1154",4
"1155",9
"1156",3
"1157",1
"1158",12
"1159",11
"1160",1
"1161",3
"1162",5
"1163",9
"1164",11
"1165",4
"1166",1
"1167",10
"1168",1
"1169",3
"1170",5
"1171",11
"1172",9
"1173",8
"1174",10
"1175",5
"1176",9
"1177",1
"1178",1
"1179",1
"1180",3
"1181",8
"1182",1
"1183",8
"1184",9
"1185",1
"1186",1
"1187",3
"1188",3
"1189",3
"1190",1
"1191",13
"1192",5
"1193",1
"1194",3
"1195",1
"1196",1
"1197",4
"1198",8
"1199",1
"1200",11
"1201",5
"1202",1
"1203",13
"1204",1
"1205",9
"1206",12
"1207",6
"1208",3
"1209",1
"1210",6
"1211",1
"1212",11
"1213",1
"1214",3
"1215",5
"1216",10
"1217",8
"1218",10
"1219",12
"1220",6
"1221",11
"1222",11
"1223",3
"1224",1
"1225",11
"1226",3
"1227",3
"1228",10
"1229",9
"1230",3
"1231",5
"1232",1
"1233",1
"1234",3
"1235",4
"1236",4
"1237",1
"1238",11
"1239",3
"1240",3
"1241",5
"1242",1
"1243",10
"1244",11
"1245",4
"1246",6
"1247",5
"1248",4
"1249",3
"1250",4
"1251",3
"1252",12
"1253",5
"1254",3
"1255",3
"1256",1
"1257",1
"1258",9
"1259",12
"1260",1
"1261",9
"1262",3
"1263",5
"1264",1
"1265",3
"1266",10
"1267",1
"1268",3
"1269",12
"1270",1
"1271",6
"1272",7
"1273",3
"1274",1
"1275",1
"1276",5
"1277",1
"1278",10
"1279",11
"1280",9
"1281",1
"1282",1
"1283",1
"1284",1
"1285",5
"1286",10
"1287",10
"1288",11
"1289",11
"1290",5
"1291",3
"1292",12
"1293",5
"1294",6
"1295",9
"1296",4
"1297",3
"1298",1
"1299",1
"1300",12
"1301",1
"1302",5
"1303",3
"1304",1
"1305",1
"1306",5
"1307",5
"1308",3
"1309",5
"1310",4
"1311",10
"1312",3
"1313",1
"1314",3
"1315",1
"1316",3
"1317",1
"1318",8
"1319",1
"1320",12
"1321",3
"1322",1
"1323",1
"1324",1
"1325",12
"1326",1
"1327",8
"1328",3
"1329",1
"1330",3
"1331",1
"1332",5
"1333",1
"1334",5
"1335",5
"1336",1
"1337",5
"1338",4
"1339",10
"1340",5
"1341",1
"1342",1
"1343",12
"1344",1
"1345",1
"1346",5
"1347",9
"1348",5
"1349",1
"1350",3
"1351",5
"1352",9
"1353",1
"1354",12
"1355",3
"1356",11
"1357",4
"1358",1
"1359",1
"1360",1
"1361",3
"1362",5
"1363",6
"1364",10
"1365",3
"1366",10
"1367",3
"1368",3
"1369",12
"1370",2
"1371",3
"1372",1
"1373",8
"1374",2
"1375",6
"1376",11
"1377",5
"1378",12
"1379",6
"1380",5
"1381",11
"1382",1
"1383",3
"1384",3
"1385",1
"1386",11
"1387",3
"1388",4
"1389",1
"1390",6
"1391",1
"1392",12
"1393",3
"1394",1
"1395",7
"1396",1
"1397",9
"1398",10
"1399",1
"1400",11
"1401",1
"1402",1
"1403",1
"1404",12
"1405",1
"1406",11
"1407",5
"1408",3
"1409",11
"1410",1
"1411",12
"1412",3
"1413",5
"1414",1
"1415",9
"1416",3
"1417",5
"1418",5
"1419",1
"1420",1
"1421",5
"1422",1
"1423",1
"1424",1
"1425",4
"1426",8
"1427",3
"1428",10
"1429",9
"1430",1
"1431",6
"1432",3
"1433",3
"1434",1
"1435",4
"1436",1
"1437",5
"1438",1
"1439",1
"1440",1
"1441",11
"1442",9
"1443",1
"1444",5
"1445",5
"1446",1
"1447",7
"1448",1
"1449",1
"1450",1
"1451",5
"1452",5
"1453",8
"1454",11
"1455",9
"1456",3
"1457",5
"1458",9
"1459",1
"1460",1
"1461",1
"1462",6
"1463",11
"1464",1
"1465",1
"1466",9
"1467",3
"1468",4
"1469",3
"1470",1
"1471",3
"1472",5
"1473",6
"1474",1
"1475",1
"1476",6
"1477",1
"1478",1
"1479",1
"1480",1
"1481",1
"1482",1
"1483",11
"1484",3
"1485",12
"1486",9
"1487",5
"1488",1
"1489",3
"1490",6
"1491",3
"1492",11
"1493",1
"1494",5
"1495",7
"1496",1
"1497",8
"1498",1
"1499",1
"1500",1
"1501",5
"1502",1
"1503",5
"1504",3
"1505",9
"1506",12
"1507",5
"1508",1
"1509",1
"1510",9
"1511",9
"1512",1
"1513",6
"1514",5
"1515",7
"1516",1
"1517",4
"1518",1
"1519",1
"1520",5
"1521",5
"1522",3
"1523",1
"1524",6
"1525",1
"1526",5
"1527",1
"1528",12
"1529",11
"1530",6
"1531",5
"1532",12
"1533",6
"1534",1
"1535",5
"1536",1
"1537",1
"1538",9
"1539",1
"1540",1
"1541",1
"1542",1
"1543",12
"1544",1
"1545",1
"1546",1
"1547",3
"1548",7
"1549",6
"1550",4
"1551",1
"1552",1
"1553",1
"1554",1
"1555",12
"1556",1
"1557",3
"1558",2
"1559",4
"1560",1
"1561",5
"1562",9
"1563",12
"1564",6
"1565",3
"1566",3
"1567",1
"1568",5
"1569",3
"1570",3
"1571",1
"1572",8
"1573",9
"1574",3
"1575",6
"1576",3
"1577",3
"1578",1
"1579",1
"1580",1
"1581",1
"1582",10
"1583",9
"1584",12
"1585",1
"1586",9
"1587",9
"1588",11
"1589",10
"1590",2
"1591",11
"1592",12
"1593",5
"1594",5
"1595",1
"1596",5
"1597",1
"1598",3
"1599",1
"1600",4
"1601",3
"1602",9
"1603",5
"1604",5
"1605",11
"1606",5
"1607",1
"1608",1
"1609",1
"1610",5
"1611",1
"1612",4
"1613",7
"1614",10
"1615",1
"1616",1
"1617",1
"1618",12
"1619",10
"1620",11
"1621",1
"1622",1
"1623",3
"1624",11
"1625",3
"1626",13
"1627",1
"1628",10
"1629",3
"1630",3
"1631",11
"1632",10
"1633",1
"1634",10
"1635",1
"1636",12
"1637",6
"1638",12
"1639",1
"1640",1
"1641",1
"1642",1
"1643",3
"1644",1
"1645",9
"1646",10
"1647",3
"1648",8
"1649",3
"1650",1
"1651",5
"1652",11
"1653",10
"1654",1
"1655",1
"1656",5
"1657",1
"1658",3
"1659",5
"1660",1
"1661",3
"1662",9
"1663",10
"1664",3
"1665",1
"1666",11
"1667",5
"1668",5
"1669",11
"1670",1
"1671",5
"1672",3
"1673",3
"1674",7
"1675",1
"1676",9
"1677",5
"1678",1
"1679",5
"1680",5
"1681",1
"1682",7
"1683",5
"1684",1
"1685",3
"1686",3
"1687",12
"1688",1
"1689",4
"1690",1
"1691",1
"1692",3
"1693",1
"1694",1
"1695",1
"1696",1
"1697",3
"1698",3
"1699",1
"1700",12
"1701",9
"1702",1
"1703",11
"1704",6
"1705",9
"1706",3
"1707",1
"1708",11
"1709",11
"1710",3
"1711",10
"1712",1
"1713",12
"1714",3
"1715",1
"1716",3
"1717",1
"1718",1
"1719",12
"1720",1
"1721",1
"1722",1
"1723",1
"1724",9
"1725",3
"1726",1
"1727",11
"1728",1
"1729",11
"1730",6
"1731",5
"1732",3
"1733",6
"1734",1
"1735",11
"1736",5
"1737",9
"1738",1
"1739",7
"1740",1
"1741",5
"1742",11
"1743",1
"1744",1
"1745",1
"1746",9
"1747",1
"1748",3
"1749",4
"1750",7
"1751",5
"1752",1
"1753",5
"1754",1
"1755",1
"1756",5
"1757",3
"1758",10
"1759",5
"1760",4
"1761",4
"1762",11
"1763",1
"1764",7
"1765",3
"1766",1
"1767",1
"1768",10
"1769",6
"1770",10
"1771",4
"1772",3
"1773",1
"1774",11
"1775",1
"1776",7
"1777",1
"1778",5
"1779",3
"1780",8
"1781",1
"1782",10
"1783",11
"1784",3
"1785",1
"1786",11
"1787",9
"1788",9
"1789",6
"1790",1
"1791",1
"1792",5
"1793",1
"1794",1
"1795",3
"1796",5
"1797",4
"1798",5
"1799",3
"1800",3
"1801",1
"1802",4
"1803",1
"1804",7
"1805",1
"1806",1
"1807",8
"1808",3
"1809",2
"1810",9
"1811",5
"1812",10
"1813",5
"1814",6
"1815",1
"1816",6
"1817",6
"1818",5
"1819",1
"1820",1
"1821",1
"1822",12
"1823",1
"1824",1
"1825",8
"1826",11
"1827",12
"1828",1
"1829",12
"1830",4
"1831",1
"1832",4
"1833",3
"1834",10
"1835",9
"1836",3
"1837",4
"1838",12
"1839",5
"1840",1
"1841",3
"1842",4
"1843",3
"1844",1
"1845",1
"1846",5
"1847",1
"1848",1
"1849",1
"1850",13
"1851",11
"1852",1
"1853",9
"1854",6
"1855",6
"1856",1
"1857",1
"1858",10
"1859",4
"1860",1
"1861",1
"1862",1
"1863",9
"1864",5
"1865",1
"1866",3
"1867",4
"1868",5
"1869",13
"1870",1
"1871",12
"1872",5
"1873",1
"1874",6
"1875",11
"1876",1
"1877",1
"1878",11
"1879",1
"1880",5
"1881",6
"1882",1
"1883",9
"1884",9
"1885",1
"1886",12
"1887",3
"1888",12
"1889",5
"1890",3
"1891",7
"1892",10
"1893",6
"1894",5
"1895",10
"1896",5
"1897",5
"1898",1
"1899",1
"1900",12
"1901",11
"1902",1
"1903",1
"1904",6
"1905",10
"1906",1
"1907",12
"1908",3
"1909",9
"1910",9
"1911",4
"1912",1
"1913",5
"1914",11
"1915",1
"1916",3
"1917",1
"1918",5
"1919",11
"1920",1
"1921",1
"1922",3
"1923",1
"1924",5
"1925",1
"1926",3
"1927",12
"1928",1
"1929",4
"1930",1
"1931",12
"1932",1
"1933",4
"1934",5
"1935",1
"1936",1
"1937",1
"1938",5
"1939",10
"1940",5
"1941",1
"1942",9
"1943",4
"1944",1
"1945",1
"1946",1
"1947",1
"1948",6
"1949",6
"1950",1
"1951",1
"1952",1
"1953",3
"1954",3
"1955",12
"1956",5
"1957",3
"1958",1
"1959",1
"1960",12
"1961",3
"1962",7
"1963",1
"1964",7
"1965",3
"1966",9
"1967",1
"1968",9
"1969",1
"1970",5
"1971",1
"1972",9
"1973",4
"1974",6
"1975",6
"1976",1
"1977",1
"1978",10
"1979",6
"1980",10
"1981",3
"1982",12
"1983",5
"1984",9
"1985",1
"1986",1
"1987",3
"1988",3
"1989",1
"1990",1
"1991",1
"1992",1
"1993",5
"1994",6
"1995",3
"1996",1
"1997",10
"1998",3
"1999",4
"2000",1
"2001",5
"2002",1
"2003",1
"2004",5
"2005",9
"2006",1
"2007",8
"2008",4
"2009",11
"2010",11
"2011",3
"2012",9
"2013",1
"2014",1
"2015",1
"2016",3
"2017",1
"2018",5
"2019",3
"2020",8
"2021",3
"2022",5
"2023",5
"2024",3
"2025",1
"2026",1
"2027",4
"2028",7
"2029",5
"2030",10
"2031",3
"2032",1
"2033",4
"2034",5
"2035",12
"2036",3
"2037",5
"2038",4
"2039",5
"2040",2
"2041",1
"2042",3
"2043",5
"2044",6
"2045",11
"2046",1
"2047",1
"2048",5
"2049",1
"2050",11
"2051",8
"2052",8
"2053",11
"2054",1
"2055",11
"2056",9
"2057",6
"2058",3
"2059",1
"2060",1
"2061",2
"2062",4
"2063",3
"2064",2
"2065",5
"2066",1
"2067",6
"2068",1
"2069",5
"2070",5
"2071",12
"2072",5
"2073",7
"2074",1
"2075",3
"2076",3
"2077",1
"2078",10
"2079",5
"2080",1
"2081",9
"2082",5
"2083",1
"2084",3
"2085",5
"2086",12
"2087",5
"2088",5
"2089",3
"2090",8
"2091",1
"2092",1
"2093",1
"2094",1
"2095",8
"2096",1
"2097",9
"2098",3
"2099",1
"2100",11
"2101",3
"2102",5
"2103",3
"2104",9
"2105",5
"2106",3
"2107",1
"2108",1
"2109",1
"2110",11
"2111",7
"2112",1
"2113",1
"2114",5
"2115",5
"2116",11
"2117",1
"2118",3
"2119",1
"2120",3
"2121",12
"2122",3
"2123",1
"2124",8
"2125",3
"2126",1
"2127",9
"2128",10
"2129",6
"2130",9
"2131",3
"2132",1
"2133",9
"2134",9
"2135",1
"2136",8
"2137",6
"2138",7
"2139",5
"2140",1
"2141",5
"2142",11
"2143",1
"2144",1
"2145",1
"2146",8
"2147",1
"2148",3
"2149",8
"2150",6
"2151",10
"2152",1
"2153",6
"2154",11
"2155",1
"2156",1
"2157",3
"2158",1
"2159",5
"2160",9
"2161",5
"2162",1
"2163",1
"2164",1
"2165",1
"2166",1
"2167",3
"2168",6
"2169",2
"2170",12
"2171",5
"2172",6
"2173",10
"2174",5
"2175",10
"2176",6
"2177",5
"2178",1
"2179",12
"2180",1
"2181",4
"2182",3
"2183",1
"2184",10
"2185",6
"2186",3
"2187",4
"2188",5
"2189",5
"2190",10
"2191",1
"2192",8
"2193",3
"2194",11
"2195",1
"2196",3
"2197",3
"2198",1
"2199",10
"2200",6
"2201",11
"2202",1
"2203",5
"2204",3
"2205",3
"2206",1
"2207",4
"2208",5
"2209",1
"2210",1
"2211",10
"2212",11
"2213",1
"2214",1
"2215",9
"2216",12
"2217",5
"2218",5
"2219",4
"2220",12
"2221",6
"2222",1
"2223",6
"2224",7
"2225",1
"2226",11
"2227",6
"2228",1
"2229",3
"2230",1
"2231",1
"2232",3
"2233",11
"2234",5
"2235",5
"2236",8
"2237",3
"2238",1
"2239",1
"2240",5
"2241",1
"2242",6
"2243",1
"2244",4
"2245",1
"2246",3
"2247",11
"2248",1
"2249",1
"2250",6
"2251",6
"2252",1
"2253",3
"2254",5
"2255",5
"2256",4
"2257",2
"2258",7
"2259",1
"2260",5
"2261",9
"2262",1
"2263",1
"2264",6
"2265",3
"2266",1
"2267",5
"2268",11
"2269",8
"2270",1
"2271",1
"2272",3
"2273",5
"2274",10
"2275",13
"2276",10
"2277",1
"2278",5
"2279",11
"2280",6
"2281",5
"2282",9
"2283",6
"2284",10
"2285",1
"2286",6
"2287",6
"2288",1
"2289",12
"2290",5
"2291",4
"2292",1
"2293",1
"2294",1
"2295",11
"2296",1
"2297",8
"2298",1
"2299",1
"2300",1
"2301",6
"2302",1
"2303",1
"2304",3
"2305",1
"2306",1
"2307",5
"2308",10
"2309",6
"2310",1
"2311",5
"2312",9
"2313",1
"2314",3
"2315",3
"2316",12
"2317",3
"2318",10
"2319",1
"2320",3
"2321",1
"2322",5
"2323",1
"2324",1
"2325",5
"2326",12
"2327",3
"2328",4
"2329",1
"2330",3
"2331",7
"2332",2
"2333",5
"2334",10
"2335",5
"2336",1
"2337",5
"2338",11
"2339",9
"2340",5
"2341",9
"2342",1
"2343",10
"2344",1
"2345",3
"2346",1
"2347",5
"2348",5
"2349",1
"2350",9
"2351",3
"2352",11
"2353",3
"2354",12
"2355",1
"2356",1
"2357",1
"2358",7
"2359",1
"2360",1
"2361",1
"2362",6
"2363",12
"2364",4
"2365",5
"2366",9
"2367",3
"2368",6
"2369",4
"2370",3
"2371",1
"2372",9
"2373",3
"2374",4
"2375",10
"2376",1
"2377",1
"2378",11
"2379",5
"2380",5
"2381",1
"2382",3
"2383",5
"2384",11
"2385",1
"2386",10
"2387",1
"2388",1
"2389",3
"2390",5
"2391",1
"2392",12
"2393",8
"2394",1
"2395",1
"2396",11
"2397",1
"2398",1
"2399",1
"2400",1
"2401",3
"2402",1
"2403",1
"2404",12
"2405",5
"2406",5
"2407",1
"2408",6
"2409",5
"2410",7
"2411",12
"2412",5
"2413",5
"2414",1
"2415",1
"2416",9
"2417",6
"2418",1
"2419",5
"2420",1
"2421",1
"2422",10
"2423",3
"2424",5
"2425",5
"2426",6
"2427",9
"2428",11
"2429",1
"2430",5
"2431",1
"2432",9
"2433",1
"2434",5
"2435",1
"2436",5
"2437",5
"2438",5
"2439",1
"2440",10
"2441",4
"2442",4
"2443",1
"2444",1
"2445",3
"2446",3
"2447",3
"2448",5
"2449",1
"2450",2
"2451",1
"2452",1
"2453",1
"2454",4
"2455",5
"2456",1
"2457",1
"2458",5
"2459",1
"2460",6
"2461",1
"2462",5
"2463",4
"2464",5
"2465",1
"2466",5
"2467",12
"2468",4
"2469",4
"2470",6
"2471",1
"2472",3
"2473",1
"2474",3
"2475",1
"2476",1
"2477",1
"2478",1
"2479",1
"2480",3
"2481",4
"2482",3
"2483",5
"2484",12
"2485",5
"2486",10
"2487",9
"2488",3
"2489",1
"2490",1
"2491",8
"2492",1
"2493",3
"2494",3
"2495",5
"2496",8
"2497",6
"2498",12
